iter	Passed	Remaining
0	73	1404
1	84	763
2	95	543
3	112	451
4	127	383
5	142	333
6	169	314
7	182	273
8	204	250
9	221	221
10	236	193
11	248	165
12	259	139
13	272	116
14	290	96
15	308	77
16	336	59
17	356	39
18	373	19
19	384	0
