iter	RMSE
0	0.7182106946
1	0.6999626333
2	0.6819368592
3	0.662694115
4	0.6454237125
5	0.6282494473
6	0.610701116
7	0.5945447375
8	0.5780820969
9	0.5640467541
10	0.5485307923
11	0.5340580886
12	0.5193039284
13	0.5051630887
14	0.4912372071
15	0.4788298307
16	0.4668356161
17	0.4543107598
18	0.4418745912
19	0.4294908534
20	0.4180817529
21	0.4082619438
22	0.3978948385
23	0.3882910536
24	0.3776062283
25	0.3680249381
26	0.3588427027
27	0.3496937972
28	0.3411805583
29	0.3324761137
30	0.3233510793
31	0.314834508
32	0.3074502257
33	0.2993580645
34	0.2927512717
35	0.285192192
36	0.2782478995
37	0.2710860473
38	0.2645700136
39	0.2582482285
40	0.2518569804
41	0.246112757
42	0.2397505756
43	0.2339993232
44	0.2282791601
45	0.2230985683
46	0.2173322776
47	0.2116688135
48	0.2066319029
49	0.2017113516
50	0.1966407879
51	0.1921035703
52	0.1875452239
53	0.1830705212
54	0.1789301713
55	0.1748508467
56	0.170597976
57	0.1664985182
58	0.1628325511
59	0.1591009064
60	0.1552793592
61	0.1516567928
62	0.1483088861
63	0.1451389597
64	0.141911258
65	0.1390473799
66	0.1359353194
67	0.1329638949
68	0.1301674437
69	0.1274604534
70	0.1249673062
71	0.1224432901
72	0.1201308681
73	0.1176271666
74	0.1153823638
75	0.1130603785
76	0.1108693082
77	0.1087703093
78	0.1067040536
79	0.1046293184
80	0.1026889001
81	0.1006956771
82	0.09885842823
83	0.09717177354
84	0.09550667407
85	0.09382059195
86	0.09232184009
87	0.090855959
88	0.08934106535
89	0.08801333542
90	0.08672174334
91	0.08555088156
92	0.08431915874
93	0.08314086656
94	0.08199892925
95	0.08085013551
96	0.07980606636
97	0.07886481874
98	0.07789520917
99	0.07694790758
100	0.07608057247
101	0.07520748103
102	0.07440564537
103	0.07363091272
104	0.07288585473
105	0.07215488072
106	0.07144100116
107	0.07074944201
108	0.0700524139
109	0.06937067135
110	0.06880972379
111	0.06819454336
112	0.06762738994
113	0.06707514139
114	0.06658110224
115	0.06608576568
116	0.0656249914
117	0.06513943454
118	0.06467962168
119	0.06430221805
120	0.0639496884
121	0.06354012978
122	0.06321420972
123	0.06280427953
124	0.06246921257
125	0.06214620564
126	0.06180146099
127	0.06153694687
128	0.06127833522
129	0.06096596733
130	0.0607427503
131	0.06047058574
132	0.06025190117
133	0.06001043719
134	0.0598137397
135	0.05963474635
136	0.05946441685
137	0.05926941139
138	0.05905890049
139	0.05880957578
140	0.05859495434
141	0.05836963773
142	0.05816987895
143	0.05805090296
144	0.05786625554
145	0.05774401378
146	0.05757878067
147	0.05745445397
148	0.05730398684
149	0.05714889973
150	0.05704739058
151	0.05691790546
152	0.05675704432
153	0.05665521727
154	0.0565851497
155	0.05648403526
156	0.05640294528
157	0.05628394152
158	0.05616871341
159	0.0560029946
160	0.05589784914
161	0.05584738822
162	0.05575998047
163	0.05566112868
164	0.05555554484
165	0.05545754731
166	0.05537313648
167	0.05529109054
168	0.05517939201
169	0.05509661506
170	0.05500098515
171	0.05490911618
172	0.05477289734
173	0.0547190907
174	0.05468112373
175	0.05463445188
176	0.0546085928
177	0.05452165879
178	0.05447002084
179	0.05441048482
180	0.05432724197
181	0.05428572603
182	0.05424756428
183	0.05421483196
184	0.05413856234
185	0.05410619202
186	0.05406498296
187	0.0540077785
188	0.0539232688
189	0.05389885351
190	0.05380581616
191	0.05375481654
192	0.05367479434
193	0.05363697572
194	0.05361909942
195	0.05354418045
196	0.05352519562
197	0.05351120536
198	0.05348405255
199	0.05346479858
200	0.0534549484
201	0.05342679524
202	0.05338498323
203	0.05333003188
204	0.05330095159
205	0.05325857251
206	0.05324172702
207	0.05321850685
208	0.05320441292
209	0.05318920912
210	0.05315715166
211	0.05312818867
212	0.05310415017
213	0.05308886477
214	0.05305280998
215	0.05303765966
216	0.05300023081
217	0.05297206612
218	0.05295450309
219	0.05292014137
220	0.05291566045
221	0.05288974509
222	0.05286519625
223	0.05285479182
224	0.05284388063
225	0.05282706138
226	0.05280302845
227	0.05279950805
228	0.05278046382
229	0.05276896573
230	0.05275523986
231	0.05274952395
232	0.0527364266
233	0.05272184195
234	0.05271675311
235	0.05270719942
236	0.05269504555
237	0.05268654674
238	0.05268157219
239	0.05267317334
240	0.05266506387
241	0.05266266097
242	0.0526566179
243	0.05262857658
244	0.0526158874
245	0.05260365605
246	0.05259823105
247	0.05259619994
248	0.05258269783
249	0.05257996698
250	0.05257819392
251	0.05257730402
252	0.05256192365
253	0.05255054621
254	0.05253869194
255	0.05252719962
256	0.05251786358
257	0.05250759185
258	0.05249736444
259	0.05248750186
260	0.05247784084
261	0.05247183306
262	0.05247009575
263	0.05246088606
264	0.05245911508
265	0.0524546998
266	0.05245356309
267	0.05244346312
268	0.05243888892
269	0.05243784831
270	0.05242999375
271	0.05242184295
272	0.05242088461
273	0.05241990341
274	0.05241552731
275	0.05240754015
276	0.05239928347
277	0.05239374947
278	0.05238639573
279	0.05237865544
280	0.0523777485
281	0.05237025734
282	0.05236956391
283	0.05236290585
284	0.05235645396
285	0.05235098018
286	0.05234855328
287	0.05234187264
288	0.0523352364
289	0.0523290705
290	0.05232462918
291	0.05232104786
292	0.05231667619
293	0.05231613017
294	0.05231121216
295	0.05231069819
296	0.05230280473
297	0.05230103073
298	0.05229333406
299	0.05229286422
300	0.05229115239
301	0.05228731288
302	0.05228436626
303	0.05228066826
304	0.05227420822
305	0.0522706125
306	0.05226400818
307	0.0522618268
308	0.05225846952
309	0.05225810115
310	0.0522509673
311	0.05224891457
312	0.05224570555
313	0.05224247444
314	0.05224213686
315	0.05224088954
316	0.05223709731
317	0.05223417978
318	0.0522297269
319	0.05222655386
320	0.05222623952
321	0.05222509572
322	0.05222167015
323	0.05221906627
324	0.0522172934
325	0.05221405217
326	0.05221124741
327	0.05220680354
328	0.05220393233
329	0.05220154281
330	0.05219874368
331	0.05219333375
332	0.05219238834
333	0.05218977311
334	0.05218889193
335	0.05218636996
336	0.05218408835
337	0.05218386395
338	0.05218304897
339	0.05218059702
340	0.05217835811
341	0.05217759624
342	0.05217222355
343	0.05217151331
344	0.05216922308
345	0.05216696135
346	0.05216565348
347	0.05216358742
348	0.0521615585
349	0.05215542348
350	0.05215415203
351	0.05215217653
352	0.05214967244
353	0.05214765901
354	0.05214703499
355	0.05214534779
356	0.05214320365
357	0.05214157174
358	0.05214099088
359	0.05213938176
360	0.05213709606
361	0.0521356207
362	0.05213354721
363	0.05212764538
364	0.0521261734
365	0.05212481027
366	0.0521198218
367	0.05211782482
368	0.05211587754
369	0.05211397871
370	0.05211348007
371	0.05210669105
372	0.05210073778
373	0.05209528229
374	0.05209334627
375	0.05208853858
376	0.05208258095
377	0.05207642196
378	0.05207078034
379	0.05207012263
380	0.05206948979
381	0.05206888088
382	0.05206829499
383	0.05206589771
384	0.05206530702
385	0.05206423242
386	0.05206368547
387	0.05206131967
388	0.05205942629
389	0.05205590375
390	0.0520540567
391	0.05205183632
392	0.05204977599
393	0.0520479297
394	0.0520458598
395	0.05204387375
396	0.05204281111
397	0.05204097475
398	0.05203996175
