iter	RMSE
345	4479.658787
346	4479.204919
347	4478.869262
348	4478.414473
349	4478.177096
350	4468.759528
351	4468.333469
352	4449.588124
353	4449.358749
354	4449.135423
355	4448.71424
356	4448.304447
357	4447.895259
358	4447.675125
359	4429.472182
360	4411.76445
361	4394.542697
362	4394.336026
363	4377.590963
364	4361.29962
365	4345.453647
366	4345.235262
367	4345.022812
368	4344.84152
369	4344.641984
370	4344.264213
371	4328.852323
372	4328.482986
373	4328.118592
374	4313.132632
375	4298.55062
376	4298.19631
377	4284.003084
378	4283.811568
379	4283.625127
380	4269.818551
381	4269.472891
382	4269.29212
383	4268.951034
384	4255.511109
385	4255.174733
386	4242.093426
387	4241.763793
388	4241.438363
389	4241.117016
390	4240.942318
391	4240.772366
392	4228.049687
393	4227.733513
394	4215.341215
395	4203.284169
396	4202.97327
397	4191.225618
398	4185.063317
399	4182.45916
400	4182.160507
401	4181.865463
402	4179.351644
403	4176.913779
404	4176.758103
405	4176.471036
406	4174.120882
407	4173.971596
408	4171.693265
409	4171.416553
410	4169.218496
411	4167.090499
412	4165.025169
413	4163.029934
414	4162.766472
415	4162.627561
416	4162.366733
417	4162.108614
418	4160.184665
419	4159.908298
420	4159.77401
421	4159.643545
422	4159.516769
423	4157.654627
424	4157.53243
425	4150.761179
426	4150.647296
427	4150.536607
428	4150.428822
429	4150.159375
430	4150.054104
431	4149.951741
432	4149.852183
433	4149.606909
434	4146.585627
435	4138.445216
436	4138.210048
437	4137.97731
438	4136.260236
439	4136.031907
440	4135.784649
441	4135.684963
442	4135.439962
443	4133.779662
444	4133.682844
445	4133.588769
446	4127.171894
447	4127.08455
448	4126.999671
449	4126.917169
450	4126.836961
451	4123.636923
452	4123.419074
453	4123.203497
454	4122.969427
455	4122.889826
456	4122.657933
457	4119.540895
458	4119.333007
459	4119.159063
460	4116.119353
461	4113.152387
462	4110.255745
463	4107.60728
464	4107.405497
465	4107.205736
466	4107.007566
467	4104.418619
468	4101.8864
469	4101.690792
470	4101.497217
471	4101.335632
472	4101.144333
473	4100.95486
474	4100.767175
475	4100.610539
476	4099.748289
477	4099.563764
478	4098.725521
479	4098.574746
480	4097.759601
481	4097.613183
482	4097.470172
483	4097.330462
484	4089.642334
485	4083.586935
486	4081.121352
487	4080.504696
488	4080.367073
489	4080.232791
490	4080.063106
491	4079.894936
492	4079.764236
493	4079.597713
494	4079.432656
495	4079.269038
496	4079.106833
497	4078.979848
498	4078.819162
499	4078.228253
500	4077.653499
501	4077.531238
502	4076.972787
503	4076.854165
504	4076.311388
505	4075.783049
506	4075.668547
507	4075.556746
508	4075.447564
509	4075.291398
510	4075.184773
511	4074.673355
512	4074.175314
513	4073.690179
514	4073.538067
515	4073.065995
516	4072.915831
517	4072.813773
518	4072.66495
519	4072.517437
520	4072.417774
521	4072.320419
522	4072.2253
523	4072.078242
524	4071.62235
525	4071.529798
526	4071.085838
527	4070.995782
528	4070.563323
529	4070.141602
530	4069.730255
531	4069.588077
532	4069.50109
533	4069.360161
534	4069.275102
535	4069.135403
536	4069.052213
537	4068.913721
538	4068.776464
539	4068.378717
540	4068.243179
541	4068.108826
542	4067.721691
543	4067.640815
544	4067.26327
545	4067.168295
546	4067.075377
547	4066.9429
548	4066.576063
549	4066.485646
550	4066.397173
551	4066.26611
552	4066.136217
553	4066.049401
554	4065.96444
555	4065.881284
556	4065.526923
557	4065.180902
558	4065.100578
559	4064.763153
560	4064.685031
561	4064.60855
562	4064.279926
563	4064.152207
564	4064.025669
565	4063.705432
566	4063.392493
567	4063.086621
568	4062.962432
569	4062.879046
570	4062.755912
571	4062.63389
572	4062.584325
573	4062.463177
574	4062.166547
575	4061.876507
576	4061.592856
577	4061.473845
578	4061.42642
579	4061.380007
580	4061.261632
581	4060.985789
582	4060.71592
583	4060.599251
584	4060.48363
585	4060.369036
586	4060.105863
587	4059.848296
588	4059.803849
589	4059.690644
590	4059.439231
591	4059.327302
592	4059.081422
593	4059.038372
594	4058.996224
595	4058.954949
596	4058.843687
597	4058.803059
598	4058.763261
599	4058.724266
600	4058.486105
601	4058.375511
602	4058.142501
603	4058.033181
604	4057.805168
605	4057.697092
606	4057.473928
607	4057.255255
608	4057.218212
609	4057.111382
610	4057.005535
611	4056.791981
612	4056.755632
613	4056.650777
614	4056.614967
615	4056.406493
616	4056.371703
617	4056.267648
618	4056.233354
619	4056.199724
620	4056.095414
621	4055.992092
622	4055.958754
623	4055.756163
624	4055.557526
625	4055.362734
626	4055.260763
627	4055.151648
628	4055.044694
629	4054.938895
630	4054.731382
631	4054.699029
632	4054.495868
633	4054.390775
634	4054.359187
635	4054.160162
636	4054.05587
637	4053.952698
638	4053.757252
639	4051.280448
640	4051.088005
641	4048.66147
642	4046.284785
643	4043.956826
644	4041.676499
645	4041.484806
646	4041.296839
647	4041.197358
648	4041.098829
649	4040.914382
650	4040.733475
651	4040.635764
652	4038.396306
653	4036.20258
654	4036.103917
655	4036.0062
656	4033.855259
657	4033.6755
658	4033.499237
659	4033.401397
660	4033.228489
661	4033.058899
662	4032.89254
663	4030.780897
664	4028.712247
665	4028.613269
666	4028.44866
667	4026.420383
668	4024.433266
669	4024.333226
670	4022.385337
671	4022.285289
672	4022.18626
673	4022.022659
674	4021.924593
675	4021.827498
676	4019.914285
677	4019.817156
678	4017.941601
679	4017.779729
680	4017.629227
681	4017.4713
682	4017.316428
683	4017.218882
684	4017.066929
685	4016.922169
686	4016.781133
687	4016.633269
688	4016.496348
689	4016.398518
690	4016.301676
691	4016.205797
692	4016.071067
693	4015.975716
694	4015.881295
695	4015.749065
696	4015.604935
697	4015.502756
698	4015.36112
699	4015.222048
700	4015.093816
701	4014.957622
702	4014.855723
703	4014.730393
704	4014.629153
705	4014.506258
706	4014.405661
707	4014.272163
708	4014.15193
709	4014.03447
710	4013.903868
711	4013.775521
712	4013.649377
713	4013.548375
714	4013.433754
715	4013.309861
716	4013.198004
717	4013.076398
718	4012.975274
719	4012.859636
720	4012.759614
721	4012.660774
722	4012.563084
723	4012.451902
724	4012.343182
725	4012.245546
726	4012.138675
727	4012.041636
728	4011.936562
729	4011.833754
730	4011.720353
731	4011.608847
732	4011.499194
733	4011.398946
734	4011.300787
735	4011.204645
736	4011.110454
737	4011.002959
738	4010.910714
739	4010.820289
740	4010.731626
741	4010.626002
742	4010.522074
743	4010.435168
744	4010.304449
745	4010.218786
746	4010.089717
747	4009.962674
748	4009.87781
749	4009.794546
750	4009.692157
751	4009.56672
752	4009.484178
753	4009.36027
754	4009.260496
755	4009.162004
756	4009.064753
757	4008.981967
758	4008.885456
759	4008.803806
760	4008.70802
761	4008.610561
762	4008.514997
763	4008.41952
764	4008.325204
765	4008.232015
766	4008.139917
767	4008.048878
768	4007.95161
769	4007.855792
770	4007.760096
771	4007.669485
772	4007.5799
773	4007.485147
774	4007.390814
775	4007.297953
776	4007.205128
777	4007.115536
778	4007.026955
779	4006.935436
780	4006.845377
781	4006.756749
782	4006.664903
783	4006.574869
784	4006.486189
785	4006.398511
786	4006.311806
787	4006.224307
788	4006.138195
789	4006.05344
790	4005.967413
791	4005.877553
792	4005.794043
793	4005.708465
794	4005.626174
795	4005.541438
796	4005.460343
797	4005.376426
798	4005.293399
799	4005.213384
800	4005.13462
801	4005.045023
802	4005.000326
803	4004.912589
804	4004.868519
805	4004.785199
806	4004.741603
807	4004.655314
808	4004.612315
809	4004.527765
810	4004.444866
811	4004.402459
812	4004.32118
813	4004.279309
814	4004.19959
815	4004.158235
816	4004.117379
817	4004.077012
818	4004.037124
819	4003.997706
820	4003.912461
821	4003.83391
822	4003.794908
823	4003.71023
824	4003.671639
825	4003.594231
826	4003.518271
827	4003.480121
828	4003.405559
829	4003.320758
830	4003.247252
831	4003.209481
832	4003.13731
833	4003.052797
834	4002.981635
835	4002.897761
836	4002.86032
837	4002.790139
838	4002.753116
839	4002.71652
840	4002.633162
841	4002.596947
842	4002.514474
843	4002.47863
844	4002.443196
845	4002.408162
846	4002.373522
847	4002.339267
848	4002.269663
849	4002.235773
850	4002.167421
851	4002.090331
852	4002.022942
853	4001.956769
854	4001.923152
855	4001.85814
856	4001.824867
857	4001.747635
858	4001.683491
859	4001.606745
860	4001.573736
861	4001.541089
862	4001.465001
863	4001.389635
864	4001.325808
865	4001.293415
866	4001.261378
867	4001.229687
868	4001.198338
869	4001.135588
870	4001.104554
871	4001.042899
872	4000.967264
873	4000.892357
874	4000.83129
875	4000.756839
876	4000.69661
877	4000.637457
878	4000.563208
879	4000.504857
880	4000.473892
881	4000.41655
882	4000.385897
883	4000.355575
884	4000.299186
885	4000.269161
886	4000.239455
887	4000.165014
888	4000.135589
889	4000.106474
890	4000.077664
891	4000.003847
892	3999.947835
893	3999.919268
894	3999.890997
895	3999.817588
896	3999.789575
897	3999.761851
898	3999.689078
899	3999.633485
900	3999.605991
901	3999.533636
902	3999.506386
903	3999.434679
904	3999.407669
905	3999.380937
906	3999.30982
907	3999.283318
908	3999.227923
909	3999.173519
910	3999.147262
911	3999.076249
912	3999.022561
913	3998.969826
914	3998.918018
915	3998.867114
916	3998.817089
917	3998.767921
918	3998.698229
919	3998.626981
920	3998.558944
921	3998.509849
922	3998.439485
923	3998.391028
924	3998.321113
925	3998.251856
926	3998.185648
927	3998.137325
928	3998.071958
929	3998.003886
930	3997.936428
931	3997.872893
932	3997.824427
933	3997.761659
934	3997.695279
935	3997.647197
936	3997.585516
937	3997.519832
938	3997.472134
939	3997.406795
940	3997.342018
941	3997.27779
942	3997.218119
943	3997.1594
944	3997.101611
945	3997.044732
946	3996.988743
947	3996.933624
948	3996.879357
949	3996.869479
950	3996.8077
951	3996.746411
952	3996.736612
953	3996.675707
954	3996.622639
955	3996.570373
956	3996.518893
957	3996.459196
958	3996.399953
959	3996.341156
960	3996.330597
961	3996.320336
962	3996.269894
963	3996.259714
964	3996.249822
965	3996.199709
966	3996.141382
967	3996.13146
968	3996.082099
969	3996.024322
970	3996.014371
971	3996.004704
972	3995.955869
973	3995.946274
974	3995.888828
975	3995.831804
976	3995.822277
977	3995.813023
978	3995.756209
979	3995.747118
980	3995.690616
981	3995.634523
982	3995.586648
983	3995.577419
984	3995.568456
985	3995.520871
986	3995.511973
987	3995.464872
988	3995.456036
989	3995.447456
990	3995.439122
991	3995.431027
992	3995.423163
993	3995.415523
994	3995.4081
995	3995.352052
996	3995.296414
997	3995.289021
998	3995.233694
999	3995.186395
